1 at: 4.98  st: 4.98  vt: 2.96  dt: 7.93
12657 at: 726.13  st: 780.03  vt: 2.05  dt: 782.08
12652 at: 716.18  st: 773.43  vt: 12.91  dt: 786.34
12660 at: 733.01  st: 782.08  vt: 13.14  dt: 795.22
12656 at: 725.64  st: 780.01  vt: 17.18  dt: 797.19
12662 at: 734.04  st: 795.22  vt: 2.00  dt: 797.21
12663 at: 737.76  st: 797.19  vt: 0.77  dt: 797.96
12642 at: 699.89  st: 759.67  vt: 43.00  dt: 802.66
12658 at: 726.16  st: 780.19  vt: 23.74  dt: 803.93
12664 at: 739.28  st: 797.21  vt: 7.18  dt: 804.40
12665 at: 740.04  st: 797.96  vt: 11.36  dt: 809.32
12667 at: 749.79  st: 803.93  vt: 5.85  dt: 809.79
12666 at: 746.55  st: 802.66  vt: 13.59  dt: 816.26
12659 at: 727.02  st: 780.27  vt: 37.66  dt: 817.93
12669 at: 749.86  st: 809.32  vt: 10.15  dt: 819.46
12670 at: 750.01  st: 809.79  vt: 9.72  dt: 819.50
12674 at: 755.73  st: 819.50  vt: 0.03  dt: 819.53
12672 at: 754.52  st: 817.93  vt: 3.62  dt: 821.55
12673 at: 754.82  st: 819.46  vt: 4.07  dt: 823.54
12677 at: 760.69  st: 823.54  vt: 1.45  dt: 824.99
12678 at: 760.86  st: 824.99  vt: 0.65  dt: 825.63
12671 at: 752.25  st: 816.26  vt: 11.63  dt: 827.89
12668 at: 749.84  st: 804.40  vt: 25.45  dt: 829.84
12675 at: 757.56  st: 819.53  vt: 12.41  dt: 831.94
12661 at: 733.89  st: 786.34  vt: 46.51  dt: 832.85
12682 at: 765.49  st: 831.94  vt: 1.39  dt: 833.33
12684 at: 773.77  st: 833.33  vt: 1.66  dt: 834.99
12685 at: 775.43  st: 834.99  vt: 0.11  dt: 835.10
12679 at: 760.93  st: 825.63  vt: 11.41  dt: 837.05
12686 at: 776.23  st: 835.10  vt: 5.68  dt: 840.78
12687 at: 776.81  st: 837.05  vt: 6.32  dt: 843.36
12681 at: 761.84  st: 829.84  vt: 13.84  dt: 843.68
12676 at: 759.26  st: 821.55  vt: 22.34  dt: 843.89
12683 at: 765.54  st: 832.85  vt: 12.63  dt: 845.47
12688 at: 777.24  st: 840.78  vt: 5.47  dt: 846.25
12680 at: 761.66  st: 827.89  vt: 22.82  dt: 850.71
12689 at: 0.45  st: 0.45  vt: 3.80  dt: 4.25
12692 at: 4.61  st: 4.61  vt: 2.86  dt: 7.47
12690 at: 3.31  st: 3.31  vt: 5.77  dt: 9.08
12693 at: 7.00  st: 7.00  vt: 2.16  dt: 9.16
12694 at: 8.85  st: 8.85  vt: 0.39  dt: 9.24
12696 at: 13.03  st: 13.03  vt: 0.40  dt: 13.43
12697 at: 13.08  st: 13.08  vt: 1.61  dt: 14.69
12700 at: 13.94  st: 13.94  vt: 1.43  dt: 15.37
12699 at: 13.72  st: 13.72  vt: 1.79  dt: 15.51
12701 at: 14.77  st: 14.77  vt: 1.60  dt: 16.36
12703 at: 17.26  st: 17.26  vt: 0.04  dt: 17.29
12702 at: 16.52  st: 16.52  vt: 4.38  dt: 20.90
12704 at: 17.72  st: 17.72  vt: 3.55  dt: 21.26
12705 at: 17.76  st: 17.76  vt: 6.45  dt: 24.21
12707 at: 21.76  st: 21.76  vt: 4.05  dt: 25.81
12691 at: 3.67  st: 3.67  vt: 23.31  dt: 26.98
12706 at: 20.98  st: 20.98  vt: 11.03  dt: 32.01
12711 at: 27.23  st: 32.01  vt: 1.21  dt: 33.22
12709 at: 22.78  st: 25.81  vt: 9.88  dt: 35.69
12713 at: 29.26  st: 35.69  vt: 6.44  dt: 42.13
12710 at: 26.93  st: 26.98  vt: 15.31  dt: 42.29
12695 at: 12.49  st: 12.49  vt: 30.92  dt: 43.41
12708 at: 22.73  st: 24.21  vt: 20.37  dt: 44.58
12716 at: 40.18  st: 43.41  vt: 14.72  dt: 58.14
12715 at: 35.29  st: 42.29  vt: 16.00  dt: 58.29
12718 at: 42.72  st: 58.14  vt: 0.83  dt: 58.97
12720 at: 44.05  st: 58.97  vt: 3.01  dt: 61.97
12719 at: 43.47  st: 58.29  vt: 4.71  dt: 62.99
12712 at: 27.30  st: 33.22  vt: 31.54  dt: 64.76
12714 at: 33.69  st: 42.13  vt: 32.82  dt: 74.95
12722 at: 51.54  st: 62.99  vt: 17.14  dt: 80.13
12724 at: 52.40  st: 74.95  vt: 8.02  dt: 82.97
12698 at: 13.71  st: 13.71  vt: 70.30  dt: 84.01
12721 at: 46.07  st: 61.97  vt: 23.73  dt: 85.70
12725 at: 52.62  st: 80.13  vt: 13.07  dt: 93.20
12728 at: 59.46  st: 85.70  vt: 9.02  dt: 94.72
12730 at: 61.01  st: 94.72  vt: 1.22  dt: 95.95
12723 at: 52.19  st: 64.76  vt: 31.51  dt: 96.27
12726 at: 54.54  st: 82.97  vt: 15.25  dt: 98.21
12732 at: 64.89  st: 96.27  vt: 2.88  dt: 99.15
12734 at: 65.54  st: 99.15  vt: 1.29  dt: 100.43
12733 at: 65.09  st: 98.21  vt: 3.09  dt: 101.30
12727 at: 57.25  st: 84.01  vt: 17.58  dt: 101.59
12736 at: 66.65  st: 101.30  vt: 0.43  dt: 101.73
12731 at: 62.45  st: 95.95  vt: 7.67  dt: 103.62
12739 at: 78.63  st: 103.62  vt: 0.01  dt: 103.63
12738 at: 70.31  st: 101.73  vt: 4.70  dt: 106.43
12740 at: 78.91  st: 103.63  vt: 3.20  dt: 106.83
12729 at: 60.78  st: 93.20  vt: 14.97  dt: 108.17
12743 at: 83.56  st: 108.17  vt: 0.92  dt: 109.09
12717 at: 41.83  st: 44.58  vt: 65.97  dt: 110.56
12744 at: 84.81  st: 109.09  vt: 1.72  dt: 110.81
12745 at: 84.94  st: 110.56  vt: 1.24  dt: 111.79
12747 at: 86.00  st: 111.79  vt: 2.04  dt: 113.83
12742 at: 82.45  st: 106.83  vt: 7.42  dt: 114.25
12749 at: 88.96  st: 114.25  vt: 2.39  dt: 116.63
12748 at: 88.34  st: 113.83  vt: 3.47  dt: 117.30
12741 at: 79.41  st: 106.43  vt: 11.19  dt: 117.62
12737 at: 69.41  st: 101.59  vt: 16.72  dt: 118.32
12753 at: 93.78  st: 118.32  vt: 0.20  dt: 118.52
12750 at: 90.33  st: 116.63  vt: 2.49  dt: 119.12
12752 at: 91.24  st: 117.62  vt: 2.14  dt: 119.76
12756 at: 96.01  st: 119.76  vt: 1.51  dt: 121.27
12746 at: 85.38  st: 110.81  vt: 11.22  dt: 122.03
12754 at: 94.15  st: 118.52  vt: 4.47  dt: 122.98
12759 at: 99.15  st: 122.98  vt: 0.63  dt: 123.61
12757 at: 97.30  st: 121.27  vt: 2.81  dt: 124.08
12761 at: 103.14  st: 124.08  vt: 3.59  dt: 127.66
12758 at: 98.47  st: 122.03  vt: 6.29  dt: 128.32
12751 at: 90.97  st: 117.30  vt: 11.88  dt: 129.18
12763 at: 105.43  st: 128.32  vt: 3.89  dt: 132.21
12735 at: 65.63  st: 100.43  vt: 32.48  dt: 132.92
12755 at: 94.25  st: 119.12  vt: 14.07  dt: 133.19
12766 at: 111.34  st: 132.92  vt: 1.93  dt: 134.85
12768 at: 113.69  st: 134.85  vt: 0.66  dt: 135.51
12769 at: 114.51  st: 135.51  vt: 0.11  dt: 135.62
12770 at: 116.52  st: 135.62  vt: 1.29  dt: 136.91
12771 at: 116.58  st: 136.91  vt: 4.07  dt: 140.98
12765 at: 110.50  st: 132.21  vt: 14.07  dt: 146.28
12772 at: 117.23  st: 140.98  vt: 6.05  dt: 147.04
12767 at: 113.63  st: 133.19  vt: 14.60  dt: 147.79
12775 at: 119.41  st: 147.79  vt: 0.61  dt: 148.40
12773 at: 118.28  st: 146.28  vt: 2.25  dt: 148.54
12777 at: 120.10  st: 148.54  vt: 1.15  dt: 149.69
12778 at: 120.70  st: 149.69  vt: 3.91  dt: 153.60
12764 at: 107.85  st: 129.18  vt: 30.19  dt: 159.37
12760 at: 101.52  st: 123.61  vt: 37.73  dt: 161.35
12774 at: 118.76  st: 147.04  vt: 15.50  dt: 162.53
12780 at: 121.85  st: 159.37  vt: 4.32  dt: 163.69
12782 at: 127.91  st: 162.53  vt: 1.36  dt: 163.89
12781 at: 121.94  st: 161.35  vt: 3.66  dt: 165.00
12779 at: 121.39  st: 153.60  vt: 11.79  dt: 165.40
12785 at: 130.58  st: 165.00  vt: 1.71  dt: 166.71
12784 at: 129.19  st: 163.89  vt: 5.86  dt: 169.75
12786 at: 130.95  st: 165.40  vt: 4.91  dt: 170.31
12788 at: 132.02  st: 169.75  vt: 0.96  dt: 170.72
12789 at: 132.04  st: 170.31  vt: 0.68  dt: 170.98
12776 at: 120.08  st: 148.40  vt: 22.58  dt: 170.98
12791 at: 134.46  st: 170.98  vt: 2.26  dt: 173.25
12793 at: 140.38  st: 173.25  vt: 0.21  dt: 173.45
12787 at: 131.49  st: 166.71  vt: 7.75  dt: 174.45
12794 at: 141.20  st: 173.45  vt: 2.23  dt: 175.68
12792 at: 138.77  st: 170.98  vt: 4.71  dt: 175.70
12762 at: 105.10  st: 127.66  vt: 49.65  dt: 177.31
12795 at: 143.10  st: 174.45  vt: 3.09  dt: 177.55
12796 at: 144.09  st: 175.68  vt: 3.97  dt: 179.65
12799 at: 146.56  st: 177.55  vt: 2.28  dt: 179.83
12783 at: 128.68  st: 163.69  vt: 16.43  dt: 180.12
12798 at: 145.07  st: 177.31  vt: 3.51  dt: 180.82
12797 at: 144.26  st: 175.70  vt: 6.12  dt: 181.82
12800 at: 147.19  st: 179.65  vt: 3.89  dt: 183.55
12801 at: 147.26  st: 179.83  vt: 5.67  dt: 185.50
12790 at: 133.40  st: 170.72  vt: 15.73  dt: 186.45
12805 at: 156.80  st: 183.55  vt: 4.72  dt: 188.26
12803 at: 152.11  st: 180.82  vt: 9.66  dt: 190.48
12808 at: 158.47  st: 188.26  vt: 5.90  dt: 194.16
12810 at: 162.87  st: 194.16  vt: 0.02  dt: 194.18
12807 at: 158.35  st: 186.45  vt: 8.18  dt: 194.63
12812 at: 165.43  st: 194.63  vt: 1.42  dt: 196.05
12802 at: 151.80  st: 180.12  vt: 16.63  dt: 196.75
12814 at: 168.79  st: 196.75  vt: 0.69  dt: 197.43
12806 at: 156.92  st: 185.50  vt: 13.72  dt: 199.23
12815 at: 169.69  st: 197.43  vt: 4.15  dt: 201.59
12804 at: 152.34  st: 181.82  vt: 20.84  dt: 202.66
12818 at: 173.91  st: 202.66  vt: 2.65  dt: 205.31
12817 at: 170.51  st: 201.59  vt: 4.85  dt: 206.44
12816 at: 170.11  st: 199.23  vt: 8.07  dt: 207.30
12821 at: 175.14  st: 207.30  vt: 1.94  dt: 209.24
12813 at: 168.04  st: 196.05  vt: 14.03  dt: 210.08
12819 at: 174.60  st: 205.31  vt: 5.28  dt: 210.59
12823 at: 179.17  st: 210.08  vt: 0.92  dt: 211.00
12822 at: 176.78  st: 209.24  vt: 1.90  dt: 211.15
12824 at: 179.72  st: 210.59  vt: 3.39  dt: 213.98
12820 at: 174.92  st: 206.44  vt: 8.27  dt: 214.71
12825 at: 180.08  st: 211.00  vt: 4.76  dt: 215.76
12828 at: 181.97  st: 214.71  vt: 3.90  dt: 218.60
12827 at: 180.72  st: 213.98  vt: 5.79  dt: 219.77
12826 at: 180.23  st: 211.15  vt: 9.82  dt: 220.96
12809 at: 158.59  st: 190.48  vt: 33.58  dt: 224.06
12833 at: 187.40  st: 224.06  vt: 0.03  dt: 224.09
12832 at: 185.65  st: 220.96  vt: 3.67  dt: 224.63
12835 at: 188.66  st: 224.63  vt: 1.00  dt: 225.63
12829 at: 183.53  st: 215.76  vt: 11.43  dt: 227.19
12831 at: 184.80  st: 219.77  vt: 8.04  dt: 227.81
12838 at: 191.95  st: 227.81  vt: 0.75  dt: 228.56
12839 at: 192.40  st: 228.56  vt: 0.04  dt: 228.60
12834 at: 187.98  st: 224.09  vt: 5.67  dt: 229.76
12811 at: 163.82  st: 194.18  vt: 37.38  dt: 231.56
12841 at: 194.19  st: 229.76  vt: 3.58  dt: 233.35
12840 at: 193.27  st: 228.60  vt: 6.11  dt: 234.72
12830 at: 184.54  st: 218.60  vt: 17.34  dt: 235.94
12843 at: 201.17  st: 233.35  vt: 5.55  dt: 238.90
12842 at: 195.41  st: 231.56  vt: 7.67  dt: 239.23
12847 at: 206.59  st: 239.23  vt: 4.95  dt: 244.18
12844 at: 201.61  st: 234.72  vt: 10.01  dt: 244.73
12846 at: 205.45  st: 238.90  vt: 7.03  dt: 245.93
12848 at: 207.20  st: 244.18  vt: 2.99  dt: 247.17
12849 at: 208.53  st: 244.73  vt: 2.73  dt: 247.46
12837 at: 190.89  st: 227.19  vt: 20.73  dt: 247.91
12853 at: 216.42  st: 247.91  vt: 2.12  dt: 250.04
12851 at: 209.22  st: 247.17  vt: 3.07  dt: 250.24
12854 at: 217.74  st: 250.04  vt: 2.03  dt: 252.07
12855 at: 219.91  st: 250.24  vt: 2.25  dt: 252.49
12857 at: 223.91  st: 252.49  vt: 2.03  dt: 254.51
12836 at: 189.13  st: 225.63  vt: 29.18  dt: 254.80
12845 at: 204.01  st: 235.94  vt: 24.96  dt: 260.90
12852 at: 211.44  st: 247.46  vt: 14.09  dt: 261.56
12850 at: 208.56  st: 245.93  vt: 15.72  dt: 261.64
12859 at: 233.06  st: 254.80  vt: 7.32  dt: 262.12
12862 at: 233.84  st: 261.64  vt: 1.34  dt: 262.98
12864 at: 235.11  st: 262.98  vt: 9.26  dt: 272.24
12861 at: 233.66  st: 261.56  vt: 12.37  dt: 273.93
12863 at: 234.79  st: 262.12  vt: 14.31  dt: 276.43
12858 at: 225.59  st: 254.51  vt: 22.34  dt: 276.85
12867 at: 237.90  st: 276.43  vt: 2.80  dt: 279.23
12860 at: 233.20  st: 260.90  vt: 19.16  dt: 280.06
12869 at: 240.81  st: 279.23  vt: 1.61  dt: 280.84
12871 at: 243.57  st: 280.84  vt: 0.02  dt: 280.86
12856 at: 221.28  st: 252.07  vt: 29.01  dt: 281.08
12873 at: 250.23  st: 281.08  vt: 0.62  dt: 281.70
12866 at: 235.85  st: 273.93  vt: 9.11  dt: 283.04
12875 at: 253.97  st: 283.04  vt: 3.54  dt: 286.58
12874 at: 252.81  st: 281.70  vt: 8.63  dt: 290.33
12872 at: 249.30  st: 280.86  vt: 11.26  dt: 292.13
12876 at: 258.02  st: 286.58  vt: 7.83  dt: 294.41
12877 at: 259.91  st: 290.33  vt: 5.16  dt: 295.49
12878 at: 261.69  st: 292.13  vt: 3.47  dt: 295.59
12881 at: 268.19  st: 295.59  vt: 2.16  dt: 297.76
12865 at: 235.54  st: 272.24  vt: 28.16  dt: 300.40
12879 at: 264.85  st: 294.41  vt: 6.71  dt: 301.12
12880 at: 265.63  st: 295.49  vt: 8.31  dt: 303.80
12868 at: 239.35  st: 276.85  vt: 30.22  dt: 307.07
12885 at: 273.18  st: 303.80  vt: 4.57  dt: 308.38
12882 at: 269.45  st: 297.76  vt: 13.60  dt: 311.36
12888 at: 274.24  st: 311.36  vt: 1.24  dt: 312.60
12884 at: 272.48  st: 301.12  vt: 12.41  dt: 313.53
12890 at: 276.83  st: 313.53  vt: 1.05  dt: 314.58
12883 at: 271.70  st: 300.40  vt: 15.61  dt: 316.01
12887 at: 273.65  st: 308.38  vt: 8.67  dt: 317.05
12893 at: 284.35  st: 317.05  vt: 1.29  dt: 318.34
12889 at: 274.37  st: 312.60  vt: 9.09  dt: 321.69
12870 at: 242.88  st: 280.06  vt: 41.97  dt: 322.03
12891 at: 276.98  st: 314.58  vt: 7.66  dt: 322.24
12897 at: 289.69  st: 322.24  vt: 3.79  dt: 326.03
12892 at: 279.47  st: 316.01  vt: 10.31  dt: 326.33
12898 at: 291.75  st: 326.03  vt: 0.79  dt: 326.82
12900 at: 293.80  st: 326.82  vt: 2.66  dt: 329.48
12894 at: 285.10  st: 318.34  vt: 12.52  dt: 330.86
12901 at: 294.11  st: 329.48  vt: 1.92  dt: 331.40
12899 at: 293.09  st: 326.33  vt: 5.37  dt: 331.70
12886 at: 273.56  st: 307.07  vt: 25.17  dt: 332.24
12902 at: 295.33  st: 330.86  vt: 2.16  dt: 333.02
12895 at: 287.27  st: 321.69  vt: 11.39  dt: 333.08
12896 at: 289.42  st: 322.03  vt: 12.93  dt: 334.96
12905 at: 298.07  st: 332.24  vt: 3.59  dt: 335.83
12906 at: 300.48  st: 333.02  vt: 8.14  dt: 341.16
12904 at: 296.10  st: 331.70  vt: 10.35  dt: 342.05
12911 at: 305.33  st: 342.05  vt: 0.99  dt: 343.04
12908 at: 302.27  st: 334.96  vt: 10.38  dt: 345.35
12912 at: 305.88  st: 343.04  vt: 5.92  dt: 348.96
12909 at: 303.09  st: 335.83  vt: 14.25  dt: 350.08
12913 at: 309.81  st: 345.35  vt: 4.95  dt: 350.30
12916 at: 314.29  st: 350.30  vt: 4.67  dt: 354.97
12903 at: 296.05  st: 331.40  vt: 26.37  dt: 357.78
12915 at: 312.61  st: 350.08  vt: 9.76  dt: 359.84
12914 at: 309.99  st: 348.96  vt: 14.68  dt: 363.65
12919 at: 316.28  st: 359.84  vt: 4.04  dt: 363.88
12910 at: 304.62  st: 341.16  vt: 22.99  dt: 364.15
12918 at: 315.77  st: 357.78  vt: 7.42  dt: 365.19
12917 at: 315.07  st: 354.97  vt: 10.46  dt: 365.43
12923 at: 321.53  st: 365.19  vt: 5.37  dt: 370.56
12920 at: 318.29  st: 363.65  vt: 9.38  dt: 373.03
12907 at: 301.40  st: 333.08  vt: 40.14  dt: 373.22
12924 at: 323.99  st: 365.43  vt: 11.92  dt: 377.35
12921 at: 318.33  st: 363.88  vt: 13.51  dt: 377.39
12928 at: 329.64  st: 377.35  vt: 0.70  dt: 378.05
12925 at: 325.56  st: 370.56  vt: 10.40  dt: 380.96
12930 at: 331.57  st: 378.05  vt: 3.12  dt: 381.18
12926 at: 325.73  st: 373.03  vt: 10.38  dt: 383.42
12929 at: 329.74  st: 377.39  vt: 6.13  dt: 383.51
12934 at: 338.03  st: 383.51  vt: 1.91  dt: 385.42
12927 at: 328.67  st: 373.22  vt: 12.50  dt: 385.72
12935 at: 338.15  st: 385.42  vt: 0.91  dt: 386.33
12937 at: 339.74  st: 386.33  vt: 1.48  dt: 387.81
12936 at: 338.59  st: 385.72  vt: 2.16  dt: 387.88
12933 at: 334.10  st: 383.42  vt: 5.27  dt: 388.69
12932 at: 333.49  st: 381.18  vt: 9.39  dt: 390.57
12922 at: 320.22  st: 364.15  vt: 30.58  dt: 394.73
12941 at: 346.50  st: 390.57  vt: 4.61  dt: 395.18
12943 at: 349.48  st: 395.18  vt: 2.47  dt: 397.65
12944 at: 350.64  st: 397.65  vt: 2.06  dt: 399.71
12939 at: 341.89  st: 387.88  vt: 12.78  dt: 400.66
12945 at: 350.67  st: 399.71  vt: 1.13  dt: 400.83
12931 at: 332.82  st: 380.96  vt: 19.99  dt: 400.96
12938 at: 341.42  st: 387.81  vt: 13.65  dt: 401.46
12947 at: 352.64  st: 400.83  vt: 0.89  dt: 401.72
12950 at: 359.91  st: 401.72  vt: 0.12  dt: 401.85
12942 at: 349.24  st: 394.73  vt: 7.98  dt: 402.72
12946 at: 350.92  st: 400.66  vt: 2.61  dt: 403.27
12948 at: 356.11  st: 400.96  vt: 2.55  dt: 403.51
12953 at: 364.05  st: 403.27  vt: 1.38  dt: 404.65
12952 at: 364.03  st: 402.72  vt: 3.74  dt: 406.45
12954 at: 364.51  st: 403.51  vt: 4.97  dt: 408.48
12951 at: 360.19  st: 401.85  vt: 9.10  dt: 410.95
12956 at: 369.81  st: 406.45  vt: 10.46  dt: 416.91
12957 at: 372.83  st: 408.48  vt: 13.34  dt: 421.82
12960 at: 376.70  st: 421.82  vt: 1.60  dt: 423.42
12958 at: 373.53  st: 410.95  vt: 13.60  dt: 424.55
12959 at: 375.55  st: 416.91  vt: 7.94  dt: 424.85
12961 at: 376.86  st: 423.42  vt: 2.19  dt: 425.62
12940 at: 342.60  st: 388.69  vt: 38.11  dt: 426.79
12962 at: 377.19  st: 424.55  vt: 6.13  dt: 430.68
12965 at: 390.57  st: 426.79  vt: 6.73  dt: 433.52
12967 at: 391.52  st: 433.52  vt: 1.80  dt: 435.33
12949 at: 358.10  st: 401.46  vt: 36.90  dt: 438.35
12964 at: 389.98  st: 425.62  vt: 17.44  dt: 443.05
12955 at: 365.12  st: 404.65  vt: 41.42  dt: 446.06
12966 at: 391.10  st: 430.68  vt: 16.30  dt: 446.98
12970 at: 398.38  st: 443.05  vt: 4.66  dt: 447.71
12963 at: 384.02  st: 424.85  vt: 24.89  dt: 449.74
12974 at: 402.16  st: 449.74  vt: 0.20  dt: 449.95
12971 at: 398.90  st: 446.06  vt: 7.11  dt: 453.17
12976 at: 404.17  st: 453.17  vt: 1.58  dt: 454.75
12975 at: 402.19  st: 449.95  vt: 5.39  dt: 455.33
12969 at: 398.04  st: 438.35  vt: 17.31  dt: 455.67
12972 at: 401.99  st: 446.98  vt: 10.34  dt: 457.32
12979 at: 407.96  st: 455.67  vt: 4.50  dt: 460.17
12978 at: 407.61  st: 455.33  vt: 6.10  dt: 461.44
12973 at: 402.13  st: 447.71  vt: 13.89  dt: 461.60
12981 at: 410.77  st: 460.17  vt: 3.28  dt: 463.45
12968 at: 396.13  st: 435.33  vt: 30.34  dt: 465.66
12977 at: 407.56  st: 454.75  vt: 11.65  dt: 466.40
12986 at: 427.58  st: 466.40  vt: 0.28  dt: 466.68
12982 at: 412.20  st: 461.44  vt: 5.26  dt: 466.70
12984 at: 421.80  st: 463.45  vt: 3.42  dt: 466.87
12988 at: 431.45  st: 466.70  vt: 1.17  dt: 467.87
12983 at: 414.60  st: 461.60  vt: 10.66  dt: 472.26
12991 at: 436.60  st: 472.26  vt: 0.67  dt: 472.93
12980 at: 410.49  st: 457.32  vt: 18.53  dt: 475.85
12985 at: 422.29  st: 465.66  vt: 11.36  dt: 477.03
12993 at: 439.76  st: 475.85  vt: 2.69  dt: 478.54
12987 at: 430.50  st: 466.68  vt: 12.86  dt: 479.54
12989 at: 434.43  st: 466.87  vt: 14.59  dt: 481.47
12990 at: 435.10  st: 467.87  vt: 14.40  dt: 482.27
12994 at: 440.60  st: 477.03  vt: 6.88  dt: 483.91
12997 at: 449.33  st: 481.47  vt: 2.74  dt: 484.21
12996 at: 448.95  st: 479.54  vt: 4.86  dt: 484.40
12999 at: 453.21  st: 483.91  vt: 1.99  dt: 485.90
13000 at: 453.58  st: 484.21  vt: 2.68  dt: 486.89
13002 at: 456.85  st: 485.90  vt: 2.23  dt: 488.13
12992 at: 438.94  st: 472.93  vt: 15.34  dt: 488.27
13003 at: 458.28  st: 486.89  vt: 2.81  dt: 489.70
13001 at: 455.23  st: 484.40  vt: 10.50  dt: 494.90
12998 at: 449.70  st: 482.27  vt: 13.80  dt: 496.07
13005 at: 463.08  st: 488.27  vt: 7.95  dt: 496.23
13004 at: 462.40  st: 488.13  vt: 8.51  dt: 496.64
13009 at: 466.72  st: 496.23  vt: 2.97  dt: 499.20
12995 at: 441.75  st: 478.54  vt: 20.70  dt: 499.25
13012 at: 469.10  st: 499.25  vt: 2.37  dt: 501.62
13011 at: 468.58  st: 499.20  vt: 4.18  dt: 503.38
13006 at: 463.16  st: 489.70  vt: 17.39  dt: 507.09
13014 at: 475.58  st: 503.38  vt: 4.02  dt: 507.40
13015 at: 475.85  st: 507.09  vt: 0.94  dt: 508.02
13016 at: 476.90  st: 507.40  vt: 7.04  dt: 514.44
13008 at: 464.58  st: 496.07  vt: 20.86  dt: 516.93
13010 at: 467.36  st: 496.64  vt: 20.60  dt: 517.23
13017 at: 477.40  st: 508.02  vt: 15.11  dt: 523.14
13007 at: 463.31  st: 494.90  vt: 29.25  dt: 524.15
13018 at: 478.31  st: 514.44  vt: 9.94  dt: 524.37
13023 at: 484.56  st: 524.37  vt: 4.18  dt: 528.56
13020 at: 483.05  st: 517.23  vt: 13.03  dt: 530.26
13025 at: 487.27  st: 530.26  vt: 0.02  dt: 530.28
13013 at: 470.68  st: 501.62  vt: 28.97  dt: 530.59
13022 at: 484.49  st: 524.15  vt: 7.75  dt: 531.90
13026 at: 487.57  st: 530.28  vt: 3.25  dt: 533.53
13028 at: 489.19  st: 531.90  vt: 5.74  dt: 537.64
13027 at: 488.02  st: 530.59  vt: 7.38  dt: 537.97
13030 at: 497.00  st: 537.64  vt: 1.16  dt: 538.80
13019 at: 482.94  st: 516.93  vt: 22.76  dt: 539.69
13024 at: 485.22  st: 528.56  vt: 22.93  dt: 551.49
13034 at: 502.76  st: 551.49  vt: 5.28  dt: 556.77
13029 at: 489.51  st: 533.53  vt: 24.50  dt: 558.03
13031 at: 497.95  st: 537.97  vt: 22.99  dt: 560.97
13036 at: 503.99  st: 558.03  vt: 4.27  dt: 562.30
13032 at: 498.89  st: 538.80  vt: 25.50  dt: 564.31
13035 at: 503.48  st: 556.77  vt: 7.55  dt: 564.32
13039 at: 505.15  st: 564.31  vt: 1.18  dt: 565.48
13038 at: 504.27  st: 562.30  vt: 5.60  dt: 567.90
13037 at: 504.03  st: 560.97  vt: 6.99  dt: 567.96
13040 at: 505.57  st: 564.32  vt: 4.20  dt: 568.52
13041 at: 506.58  st: 565.48  vt: 5.94  dt: 571.42
13042 at: 508.46  st: 567.90  vt: 7.88  dt: 575.78
13045 at: 513.06  st: 571.42  vt: 4.77  dt: 576.18
13047 at: 514.27  st: 576.18  vt: 0.13  dt: 576.31
13021 at: 483.87  st: 523.14  vt: 55.93  dt: 579.07
13044 at: 511.33  st: 568.52  vt: 11.11  dt: 579.63
13046 at: 513.94  st: 575.78  vt: 4.73  dt: 580.51
13043 at: 508.87  st: 567.96  vt: 12.64  dt: 580.60
13048 at: 515.85  st: 576.31  vt: 4.87  dt: 581.18
13053 at: 524.96  st: 581.18  vt: 3.26  dt: 584.45
13033 at: 499.72  st: 539.69  vt: 45.81  dt: 585.50
13052 at: 522.26  st: 580.60  vt: 6.32  dt: 586.92
13054 at: 525.12  st: 584.45  vt: 2.75  dt: 587.19
13049 at: 515.94  st: 579.07  vt: 8.50  dt: 587.56
13055 at: 525.63  st: 585.50  vt: 4.75  dt: 590.25
13056 at: 527.46  st: 586.92  vt: 3.62  dt: 590.54
13059 at: 530.42  st: 590.25  vt: 1.53  dt: 591.77
13060 at: 530.89  st: 590.54  vt: 1.91  dt: 592.44
13051 at: 521.34  st: 580.51  vt: 12.42  dt: 592.93
13063 at: 540.15  st: 592.93  vt: 3.76  dt: 596.69
13062 at: 536.70  st: 592.44  vt: 7.50  dt: 599.94
13057 at: 528.92  st: 587.19  vt: 13.47  dt: 600.67
13064 at: 540.75  st: 596.69  vt: 6.14  dt: 602.83
13050 at: 516.37  st: 579.63  vt: 23.21  dt: 602.84
13061 at: 531.84  st: 591.77  vt: 14.74  dt: 606.51
13067 at: 548.33  st: 602.83  vt: 6.48  dt: 609.31
13069 at: 550.94  st: 606.51  vt: 4.27  dt: 610.78
13070 at: 550.94  st: 609.31  vt: 4.69  dt: 614.00
13072 at: 554.56  st: 614.00  vt: 2.44  dt: 616.45
13068 at: 548.94  st: 602.84  vt: 13.76  dt: 616.60
13065 at: 544.41  st: 599.94  vt: 18.59  dt: 618.53
13073 at: 556.22  st: 616.45  vt: 4.57  dt: 621.02
13066 at: 546.44  st: 600.67  vt: 20.52  dt: 621.19
13076 at: 562.37  st: 621.02  vt: 0.33  dt: 621.35
13071 at: 552.82  st: 610.78  vt: 10.87  dt: 621.65
13058 at: 528.96  st: 587.56  vt: 35.98  dt: 623.54
13074 at: 557.94  st: 616.60  vt: 7.01  dt: 623.61
13078 at: 562.61  st: 621.35  vt: 3.27  dt: 624.61
