1 at: 4.98  st: 4.98  vt: 2.96  dt: 7.93
440 at: 665.93  st: 757.68  vt: 2.69  dt: 760.38
442 at: 667.06  st: 760.38  vt: 1.94  dt: 762.32
439 at: 663.78  st: 755.63  vt: 7.80  dt: 763.43
441 at: 666.26  st: 758.16  vt: 5.64  dt: 763.80
438 at: 660.51  st: 750.00  vt: 14.01  dt: 764.01
443 at: 668.63  st: 762.32  vt: 3.90  dt: 766.22
435 at: 653.67  st: 743.84  vt: 25.89  dt: 769.73
447 at: 674.27  st: 766.22  vt: 5.75  dt: 771.97
446 at: 674.19  st: 764.01  vt: 8.25  dt: 772.25
444 at: 670.41  st: 763.43  vt: 13.12  dt: 776.55
449 at: 679.41  st: 771.97  vt: 5.17  dt: 777.14
451 at: 680.79  st: 776.55  vt: 5.64  dt: 782.19
445 at: 671.01  st: 763.80  vt: 18.90  dt: 782.69
432 at: 648.43  st: 740.77  vt: 45.72  dt: 786.49
450 at: 679.96  st: 772.25  vt: 16.46  dt: 788.72
456 at: 684.60  st: 788.72  vt: 1.72  dt: 790.44
455 at: 683.53  st: 786.49  vt: 4.55  dt: 791.04
448 at: 675.29  st: 769.73  vt: 24.41  dt: 794.14
453 at: 682.75  st: 782.19  vt: 12.56  dt: 794.75
459 at: 690.22  st: 794.14  vt: 4.57  dt: 798.71
460 at: 692.10  st: 794.75  vt: 5.87  dt: 800.63
457 at: 685.02  st: 790.44  vt: 11.20  dt: 801.64
452 at: 680.92  st: 777.14  vt: 25.67  dt: 802.81
458 at: 685.08  st: 791.04  vt: 12.01  dt: 803.05
465 at: 696.40  st: 803.05  vt: 3.62  dt: 806.67
463 at: 695.08  st: 801.64  vt: 5.50  dt: 807.14
466 at: 696.41  st: 806.67  vt: 0.87  dt: 807.53
461 at: 693.83  st: 798.71  vt: 11.77  dt: 810.48
468 at: 698.19  st: 807.53  vt: 3.63  dt: 811.17
464 at: 696.00  st: 802.81  vt: 10.02  dt: 812.83
462 at: 694.82  st: 800.63  vt: 15.52  dt: 816.14
471 at: 707.28  st: 812.83  vt: 5.90  dt: 818.73
472 at: 709.72  st: 816.14  vt: 3.77  dt: 819.92
474 at: 712.80  st: 819.92  vt: 2.32  dt: 822.23
469 at: 699.98  st: 810.48  vt: 17.01  dt: 827.49
473 at: 711.28  st: 818.73  vt: 9.56  dt: 828.29
476 at: 714.94  st: 827.49  vt: 1.46  dt: 828.95
477 at: 719.77  st: 828.29  vt: 1.06  dt: 829.35
479 at: 721.55  st: 829.35  vt: 0.26  dt: 829.61
470 at: 702.57  st: 811.17  vt: 20.23  dt: 831.40
454 at: 683.08  st: 782.69  vt: 49.40  dt: 832.09
482 at: 725.38  st: 832.09  vt: 2.71  dt: 834.80
467 at: 697.17  st: 807.14  vt: 28.37  dt: 835.51
475 at: 713.50  st: 822.23  vt: 17.58  dt: 839.81
478 at: 721.14  st: 828.95  vt: 11.34  dt: 840.29
483 at: 725.60  st: 834.80  vt: 9.04  dt: 843.84
481 at: 723.17  st: 831.40  vt: 13.12  dt: 844.52
488 at: 732.16  st: 844.52  vt: 1.71  dt: 846.22
485 at: 727.23  st: 839.81  vt: 6.52  dt: 846.34
480 at: 722.86  st: 829.61  vt: 18.94  dt: 848.55
489 at: 733.01  st: 846.22  vt: 5.59  dt: 851.81
486 at: 729.00  st: 840.29  vt: 16.79  dt: 857.09
487 at: 729.72  st: 843.84  vt: 14.52  dt: 858.35
492 at: 736.96  st: 851.81  vt: 9.40  dt: 861.21
484 at: 727.05  st: 835.51  vt: 26.68  dt: 862.19
491 at: 736.32  st: 848.55  vt: 13.88  dt: 862.43
494 at: 738.80  st: 858.35  vt: 5.60  dt: 863.95
495 at: 739.55  st: 861.21  vt: 5.65  dt: 866.86
498 at: 745.68  st: 863.95  vt: 5.29  dt: 869.24
496 at: 740.77  st: 862.19  vt: 7.17  dt: 869.36
490 at: 733.56  st: 846.34  vt: 25.55  dt: 871.88
499 at: 748.23  st: 866.86  vt: 8.09  dt: 874.94
497 at: 745.43  st: 862.43  vt: 13.50  dt: 875.93
493 at: 737.54  st: 857.09  vt: 22.88  dt: 879.97
500 at: 4.14  st: 4.14  vt: 3.95  dt: 8.10
502 at: 6.91  st: 6.91  vt: 1.23  dt: 8.13
503 at: 7.55  st: 7.55  vt: 1.54  dt: 9.09
501 at: 5.92  st: 5.92  vt: 6.30  dt: 12.22
506 at: 11.08  st: 11.08  vt: 1.68  dt: 12.76
508 at: 12.17  st: 12.17  vt: 2.40  dt: 14.57
509 at: 12.63  st: 12.63  vt: 4.10  dt: 16.73
510 at: 15.24  st: 15.24  vt: 2.34  dt: 17.58
511 at: 18.52  st: 18.52  vt: 1.93  dt: 20.45
514 at: 22.92  st: 22.92  vt: 0.70  dt: 23.62
515 at: 23.14  st: 23.62  vt: 1.60  dt: 25.22
507 at: 12.02  st: 12.02  vt: 14.37  dt: 26.39
517 at: 25.51  st: 26.39  vt: 0.94  dt: 27.33
516 at: 24.87  st: 25.22  vt: 2.58  dt: 27.80
518 at: 26.28  st: 27.33  vt: 2.51  dt: 29.83
513 at: 20.41  st: 20.41  vt: 9.47  dt: 29.88
504 at: 10.10  st: 10.10  vt: 20.67  dt: 30.77
505 at: 10.36  st: 10.36  vt: 22.54  dt: 32.90
512 at: 19.47  st: 19.47  vt: 17.60  dt: 37.07
519 at: 33.48  st: 33.48  vt: 6.25  dt: 39.74
522 at: 37.01  st: 37.01  vt: 4.69  dt: 41.70
524 at: 38.62  st: 38.62  vt: 4.75  dt: 43.38
520 at: 35.28  st: 35.28  vt: 8.53  dt: 43.81
525 at: 39.82  st: 39.82  vt: 10.72  dt: 50.54
527 at: 42.67  st: 43.38  vt: 20.74  dt: 64.12
530 at: 47.19  st: 64.12  vt: 0.18  dt: 64.30
529 at: 45.72  st: 50.54  vt: 16.94  dt: 67.48
531 at: 47.31  st: 64.30  vt: 3.59  dt: 67.89
532 at: 48.66  st: 67.48  vt: 0.88  dt: 68.36
533 at: 51.84  st: 67.89  vt: 1.74  dt: 69.63
521 at: 35.39  st: 35.39  vt: 34.29  dt: 69.69
535 at: 52.85  st: 69.63  vt: 0.16  dt: 69.78
537 at: 56.46  st: 69.78  vt: 1.96  dt: 71.75
536 at: 55.45  st: 69.69  vt: 5.55  dt: 75.24
539 at: 59.13  st: 75.24  vt: 0.74  dt: 75.98
534 at: 52.76  st: 68.36  vt: 7.70  dt: 76.06
538 at: 58.69  st: 71.75  vt: 5.07  dt: 76.82
542 at: 64.40  st: 76.82  vt: 1.15  dt: 77.96
543 at: 65.92  st: 77.96  vt: 0.96  dt: 78.93
523 at: 38.02  st: 38.02  vt: 41.52  dt: 79.54
528 at: 43.55  st: 43.81  vt: 35.98  dt: 79.79
541 at: 60.57  st: 76.06  vt: 4.70  dt: 80.76
547 at: 71.68  st: 80.76  vt: 0.18  dt: 80.94
545 at: 68.20  st: 79.54  vt: 2.02  dt: 81.57
544 at: 66.32  st: 78.93  vt: 8.30  dt: 87.23
549 at: 73.74  st: 81.57  vt: 6.72  dt: 88.28
526 at: 41.45  st: 41.70  vt: 47.81  dt: 89.51
546 at: 70.90  st: 79.79  vt: 16.66  dt: 96.44
548 at: 72.21  st: 80.94  vt: 15.61  dt: 96.55
554 at: 76.21  st: 96.55  vt: 1.16  dt: 97.71
551 at: 74.68  st: 88.28  vt: 14.60  dt: 102.88
555 at: 76.78  st: 97.71  vt: 6.29  dt: 104.00
552 at: 75.91  st: 89.51  vt: 14.59  dt: 104.11
553 at: 76.01  st: 96.44  vt: 10.82  dt: 107.27
556 at: 78.40  st: 102.88  vt: 5.51  dt: 108.39
559 at: 81.47  st: 107.27  vt: 2.88  dt: 110.15
560 at: 81.76  st: 108.39  vt: 4.74  dt: 113.13
561 at: 82.98  st: 110.15  vt: 3.01  dt: 113.16
540 at: 60.23  st: 75.98  vt: 37.29  dt: 113.27
550 at: 73.98  st: 87.23  vt: 27.31  dt: 114.54
562 at: 83.02  st: 113.13  vt: 2.38  dt: 115.51
564 at: 85.83  st: 113.27  vt: 2.89  dt: 116.16
566 at: 88.97  st: 115.51  vt: 1.04  dt: 116.55
568 at: 90.56  st: 116.55  vt: 1.02  dt: 117.57
565 at: 86.80  st: 114.54  vt: 4.65  dt: 119.19
567 at: 89.37  st: 116.16  vt: 3.24  dt: 119.40
563 at: 83.34  st: 113.16  vt: 7.04  dt: 120.19
569 at: 98.27  st: 117.57  vt: 6.62  dt: 124.20
570 at: 99.96  st: 119.19  vt: 5.39  dt: 124.58
557 at: 80.02  st: 104.00  vt: 25.45  dt: 129.45
572 at: 107.07  st: 120.19  vt: 9.67  dt: 129.86
574 at: 108.58  st: 124.58  vt: 11.42  dt: 136.00
558 at: 81.36  st: 104.11  vt: 34.21  dt: 138.32
576 at: 114.71  st: 129.86  vt: 9.51  dt: 139.38
575 at: 113.87  st: 129.45  vt: 12.37  dt: 141.82
573 at: 108.33  st: 124.20  vt: 17.87  dt: 142.07
580 at: 115.73  st: 141.82  vt: 2.05  dt: 143.87
578 at: 115.47  st: 138.32  vt: 6.51  dt: 144.82
571 at: 106.59  st: 119.40  vt: 30.93  dt: 150.33
582 at: 122.08  st: 143.87  vt: 9.15  dt: 153.02
585 at: 125.35  st: 153.02  vt: 2.97  dt: 155.99
579 at: 115.65  st: 139.38  vt: 17.47  dt: 156.85
581 at: 118.40  st: 142.07  vt: 15.67  dt: 157.73
584 at: 125.20  st: 150.33  vt: 8.64  dt: 158.97
587 at: 132.99  st: 156.85  vt: 5.55  dt: 162.40
583 at: 122.14  st: 144.82  vt: 18.30  dt: 163.12
586 at: 130.99  st: 155.99  vt: 8.40  dt: 164.39
589 at: 136.12  st: 158.97  vt: 9.22  dt: 168.19
592 at: 138.08  st: 164.39  vt: 5.06  dt: 169.45
594 at: 152.39  st: 169.45  vt: 0.07  dt: 169.52
595 at: 154.52  st: 169.52  vt: 3.62  dt: 173.14
588 at: 133.09  st: 157.73  vt: 15.48  dt: 173.21
593 at: 145.28  st: 168.19  vt: 13.14  dt: 181.33
591 at: 138.02  st: 163.12  vt: 19.92  dt: 183.04
596 at: 156.56  st: 173.14  vt: 10.05  dt: 183.19
597 at: 161.71  st: 173.21  vt: 12.48  dt: 185.69
590 at: 137.50  st: 162.40  vt: 25.78  dt: 188.18
601 at: 169.15  st: 185.69  vt: 2.74  dt: 188.43
602 at: 169.29  st: 188.18  vt: 1.13  dt: 189.30
577 at: 114.91  st: 136.00  vt: 54.28  dt: 190.28
598 at: 162.81  st: 181.33  vt: 11.52  dt: 192.85
603 at: 170.89  st: 188.43  vt: 6.48  dt: 194.91
604 at: 173.26  st: 189.30  vt: 6.82  dt: 196.12
599 at: 163.44  st: 183.04  vt: 13.14  dt: 196.18
606 at: 173.94  st: 192.85  vt: 3.62  dt: 196.48
600 at: 168.30  st: 183.19  vt: 15.24  dt: 198.43
611 at: 183.32  st: 198.43  vt: 0.27  dt: 198.70
612 at: 183.82  st: 198.70  vt: 0.21  dt: 198.92
610 at: 182.90  st: 196.48  vt: 4.50  dt: 200.98
607 at: 177.21  st: 194.91  vt: 6.75  dt: 201.67
605 at: 173.29  st: 190.28  vt: 18.23  dt: 208.51
608 at: 177.97  st: 196.12  vt: 14.35  dt: 210.48
609 at: 179.98  st: 196.18  vt: 15.69  dt: 211.87
616 at: 191.01  st: 208.51  vt: 3.59  dt: 212.11
614 at: 186.61  st: 200.98  vt: 12.39  dt: 213.37
618 at: 198.41  st: 211.87  vt: 5.52  dt: 217.39
620 at: 201.89  st: 213.37  vt: 4.59  dt: 217.96
617 at: 191.98  st: 210.48  vt: 8.13  dt: 218.60
622 at: 203.57  st: 217.96  vt: 1.87  dt: 219.83
621 at: 202.82  st: 217.39  vt: 4.24  dt: 221.63
624 at: 205.34  st: 219.83  vt: 4.83  dt: 224.66
623 at: 205.26  st: 218.60  vt: 7.07  dt: 225.67
613 at: 184.88  st: 198.92  vt: 27.27  dt: 226.19
619 at: 201.55  st: 212.11  vt: 14.37  dt: 226.47
625 at: 205.58  st: 221.63  vt: 5.56  dt: 227.19
628 at: 217.01  st: 226.19  vt: 5.27  dt: 231.46
627 at: 215.80  st: 225.67  vt: 6.05  dt: 231.72
615 at: 186.71  st: 201.67  vt: 31.00  dt: 232.67
631 at: 221.04  st: 231.46  vt: 1.61  dt: 233.07
626 at: 210.18  st: 224.66  vt: 8.93  dt: 233.59
629 at: 217.26  st: 226.47  vt: 12.71  dt: 239.18
634 at: 223.70  st: 233.07  vt: 7.05  dt: 240.12
630 at: 220.36  st: 227.19  vt: 13.16  dt: 240.35
636 at: 227.42  st: 239.18  vt: 2.24  dt: 241.42
635 at: 225.05  st: 233.59  vt: 9.57  dt: 243.16
639 at: 230.57  st: 241.42  vt: 2.24  dt: 243.66
640 at: 232.15  st: 243.16  vt: 0.52  dt: 243.67
632 at: 222.62  st: 231.72  vt: 12.92  dt: 244.64
641 at: 232.96  st: 243.66  vt: 3.08  dt: 246.75
637 at: 230.10  st: 240.12  vt: 12.35  dt: 252.48
644 at: 244.45  st: 246.75  vt: 5.76  dt: 252.51
645 at: 244.66  st: 252.48  vt: 1.39  dt: 253.86
646 at: 245.47  st: 252.51  vt: 1.52  dt: 254.03
647 at: 247.46  st: 253.86  vt: 1.79  dt: 255.66
649 at: 251.08  st: 255.66  vt: 2.59  dt: 258.25
643 at: 240.32  st: 244.64  vt: 16.07  dt: 260.71
638 at: 230.26  st: 240.35  vt: 21.44  dt: 261.79
648 at: 249.37  st: 254.03  vt: 7.84  dt: 261.87
633 at: 222.66  st: 232.67  vt: 30.58  dt: 263.24
651 at: 254.52  st: 260.71  vt: 8.57  dt: 269.28
653 at: 258.17  st: 261.87  vt: 7.48  dt: 269.36
654 at: 259.98  st: 263.24  vt: 7.82  dt: 271.06
657 at: 263.92  st: 271.06  vt: 3.43  dt: 274.49
655 at: 260.10  st: 269.28  vt: 9.43  dt: 278.71
642 at: 236.26  st: 243.67  vt: 37.12  dt: 280.80
656 at: 261.18  st: 269.36  vt: 11.67  dt: 281.03
658 at: 264.22  st: 274.49  vt: 12.19  dt: 286.67
650 at: 253.12  st: 258.25  vt: 29.47  dt: 287.71
659 at: 264.33  st: 278.71  vt: 10.18  dt: 288.88
663 at: 270.20  st: 287.71  vt: 2.33  dt: 290.04
660 at: 265.50  st: 280.80  vt: 10.75  dt: 291.55
652 at: 255.65  st: 261.79  vt: 31.26  dt: 293.05
666 at: 272.00  st: 291.55  vt: 1.57  dt: 293.12
667 at: 272.89  st: 293.05  vt: 0.41  dt: 293.46
668 at: 273.60  st: 293.12  vt: 3.25  dt: 296.37
665 at: 271.01  st: 290.04  vt: 6.45  dt: 296.49
670 at: 275.06  st: 296.37  vt: 0.23  dt: 296.60
662 at: 266.91  st: 286.67  vt: 11.32  dt: 297.99
669 at: 274.80  st: 293.46  vt: 4.78  dt: 298.23
673 at: 277.05  st: 297.99  vt: 1.47  dt: 299.47
661 at: 266.09  st: 281.03  vt: 22.60  dt: 303.63
676 at: 278.25  st: 303.63  vt: 1.65  dt: 305.27
672 at: 276.49  st: 296.60  vt: 9.07  dt: 305.67
675 at: 277.67  st: 299.47  vt: 6.60  dt: 306.06
671 at: 275.85  st: 296.49  vt: 9.88  dt: 306.38
678 at: 282.35  st: 305.67  vt: 1.34  dt: 307.01
674 at: 277.34  st: 298.23  vt: 8.99  dt: 307.23
680 at: 289.65  st: 306.38  vt: 1.94  dt: 308.32
682 at: 291.03  st: 307.23  vt: 4.33  dt: 311.56
683 at: 291.38  st: 308.32  vt: 4.21  dt: 312.53
679 at: 287.95  st: 306.06  vt: 10.59  dt: 316.66
681 at: 289.83  st: 307.01  vt: 10.73  dt: 317.74
664 at: 270.20  st: 288.88  vt: 29.82  dt: 318.71
685 at: 297.39  st: 312.53  vt: 6.73  dt: 319.26
677 at: 280.52  st: 305.27  vt: 14.74  dt: 320.02
689 at: 298.72  st: 319.26  vt: 0.93  dt: 320.19
690 at: 302.70  st: 320.02  vt: 0.37  dt: 320.39
688 at: 298.01  st: 318.71  vt: 1.86  dt: 320.57
693 at: 307.43  st: 320.57  vt: 0.43  dt: 320.99
694 at: 307.80  st: 320.99  vt: 0.76  dt: 321.76
695 at: 308.41  st: 321.76  vt: 1.56  dt: 323.32
686 at: 297.81  st: 316.66  vt: 7.70  dt: 324.36
697 at: 310.54  st: 324.36  vt: 1.40  dt: 325.76
698 at: 311.20  st: 325.76  vt: 0.79  dt: 326.55
696 at: 309.47  st: 323.32  vt: 5.17  dt: 328.49
691 at: 303.26  st: 320.19  vt: 8.55  dt: 328.74
692 at: 306.24  st: 320.39  vt: 9.57  dt: 329.96
687 at: 297.92  st: 317.74  vt: 14.18  dt: 331.92
700 at: 315.13  st: 328.49  vt: 6.10  dt: 334.59
704 at: 317.41  st: 334.59  vt: 0.39  dt: 334.98
699 at: 311.98  st: 326.55  vt: 9.43  dt: 335.98
705 at: 319.56  st: 334.98  vt: 2.46  dt: 337.44
703 at: 316.95  st: 331.92  vt: 6.73  dt: 338.65
701 at: 315.80  st: 328.74  vt: 11.77  dt: 340.51
684 at: 294.38  st: 311.56  vt: 38.59  dt: 350.15
702 at: 316.71  st: 329.96  vt: 22.99  dt: 352.95
708 at: 320.15  st: 338.65  vt: 15.81  dt: 354.46
706 at: 319.66  st: 335.98  vt: 19.61  dt: 355.59
712 at: 322.81  st: 354.46  vt: 5.07  dt: 359.53
707 at: 319.79  st: 337.44  vt: 24.21  dt: 361.64
713 at: 324.14  st: 355.59  vt: 8.05  dt: 363.64
716 at: 326.53  st: 363.64  vt: 0.78  dt: 364.42
714 at: 325.91  st: 359.53  vt: 5.20  dt: 364.73
710 at: 322.09  st: 350.15  vt: 17.32  dt: 367.47
711 at: 322.63  st: 352.95  vt: 14.92  dt: 367.86
717 at: 328.43  st: 364.42  vt: 5.28  dt: 369.70
718 at: 329.51  st: 364.73  vt: 7.31  dt: 372.04
715 at: 326.03  st: 361.64  vt: 11.34  dt: 372.98
719 at: 331.56  st: 367.47  vt: 6.41  dt: 373.88
724 at: 341.47  st: 373.88  vt: 4.04  dt: 377.91
722 at: 338.19  st: 372.04  vt: 6.20  dt: 378.24
720 at: 334.58  st: 367.86  vt: 10.39  dt: 378.25
727 at: 344.95  st: 378.25  vt: 3.60  dt: 381.85
725 at: 343.84  st: 377.91  vt: 11.72  dt: 389.63
728 at: 347.20  st: 381.85  vt: 8.01  dt: 389.86
729 at: 349.60  st: 389.63  vt: 0.56  dt: 390.19
726 at: 344.80  st: 378.24  vt: 12.83  dt: 391.07
723 at: 341.33  st: 372.98  vt: 18.66  dt: 391.64
732 at: 357.21  st: 391.07  vt: 1.26  dt: 392.32
731 at: 354.43  st: 390.19  vt: 2.97  dt: 393.16
734 at: 359.00  st: 392.32  vt: 1.02  dt: 393.34
709 at: 321.10  st: 340.51  vt: 53.10  dt: 393.61
730 at: 352.06  st: 389.86  vt: 4.56  dt: 394.42
721 at: 338.01  st: 369.70  vt: 26.18  dt: 395.88
735 at: 360.77  st: 393.16  vt: 4.08  dt: 397.24
739 at: 369.26  st: 395.88  vt: 1.72  dt: 397.60
740 at: 369.29  st: 397.24  vt: 1.79  dt: 399.03
733 at: 358.50  st: 391.64  vt: 9.90  dt: 401.54
741 at: 369.32  st: 397.60  vt: 5.35  dt: 402.95
744 at: 371.72  st: 402.95  vt: 3.41  dt: 406.35
742 at: 370.04  st: 399.03  vt: 7.77  dt: 406.81
738 at: 362.74  st: 394.42  vt: 16.78  dt: 411.20
747 at: 373.92  st: 411.20  vt: 5.43  dt: 416.63
736 at: 360.97  st: 393.34  vt: 25.54  dt: 418.88
743 at: 370.23  st: 401.54  vt: 18.15  dt: 419.69
750 at: 377.19  st: 419.69  vt: 0.16  dt: 419.85
745 at: 371.75  st: 406.35  vt: 15.80  dt: 422.15
746 at: 371.93  st: 406.81  vt: 15.51  dt: 422.31
753 at: 382.15  st: 422.31  vt: 1.91  dt: 424.23
749 at: 376.82  st: 418.88  vt: 5.46  dt: 424.33
737 at: 362.25  st: 393.61  vt: 31.30  dt: 424.92
748 at: 376.70  st: 416.63  vt: 14.36  dt: 430.99
755 at: 383.94  st: 424.33  vt: 7.55  dt: 431.89
754 at: 383.24  st: 424.23  vt: 7.83  dt: 432.06
758 at: 385.08  st: 431.89  vt: 2.35  dt: 434.24
752 at: 379.17  st: 422.15  vt: 19.44  dt: 441.60
757 at: 384.52  st: 430.99  vt: 13.19  dt: 444.17
759 at: 386.77  st: 432.06  vt: 13.04  dt: 445.10
763 at: 387.88  st: 445.10  vt: 1.95  dt: 447.05
756 at: 384.24  st: 424.92  vt: 23.39  dt: 448.31
751 at: 377.28  st: 419.85  vt: 28.72  dt: 448.56
764 at: 388.82  st: 447.05  vt: 5.40  dt: 452.45
762 at: 387.71  st: 444.17  vt: 10.84  dt: 455.02
760 at: 386.83  st: 434.24  vt: 21.53  dt: 455.76
768 at: 400.61  st: 455.02  vt: 0.87  dt: 455.89
770 at: 406.24  st: 455.89  vt: 0.19  dt: 456.08
767 at: 398.09  st: 452.45  vt: 3.74  dt: 456.19
772 at: 409.17  st: 456.19  vt: 0.92  dt: 457.11
773 at: 409.79  st: 457.11  vt: 1.73  dt: 458.84
774 at: 410.27  st: 458.84  vt: 2.55  dt: 461.39
765 at: 391.76  st: 448.31  vt: 13.65  dt: 461.96
766 at: 392.74  st: 448.56  vt: 17.50  dt: 466.06
769 at: 404.45  st: 455.76  vt: 12.97  dt: 468.73
777 at: 417.20  st: 466.06  vt: 6.66  dt: 472.73
771 at: 408.13  st: 456.08  vt: 16.78  dt: 472.86
775 at: 411.92  st: 461.39  vt: 12.30  dt: 473.70
778 at: 418.19  st: 468.73  vt: 5.45  dt: 474.19
780 at: 422.26  st: 472.86  vt: 7.65  dt: 480.51
782 at: 426.26  st: 474.19  vt: 6.99  dt: 481.18
781 at: 425.22  st: 473.70  vt: 12.68  dt: 486.38
785 at: 435.53  st: 486.38  vt: 0.28  dt: 486.66
786 at: 437.53  st: 486.66  vt: 3.70  dt: 490.36
779 at: 419.58  st: 472.73  vt: 17.97  dt: 490.69
783 at: 426.84  st: 480.51  vt: 10.55  dt: 491.06
787 at: 439.42  st: 490.36  vt: 0.73  dt: 491.09
784 at: 431.36  st: 481.18  vt: 12.77  dt: 493.94
790 at: 441.33  st: 491.09  vt: 4.33  dt: 495.42
761 at: 386.88  st: 441.60  vt: 54.68  dt: 496.27
789 at: 440.80  st: 491.06  vt: 7.50  dt: 498.56
788 at: 439.82  st: 490.69  vt: 8.21  dt: 498.91
795 at: 450.33  st: 498.91  vt: 2.42  dt: 501.33
793 at: 446.76  st: 496.27  vt: 13.89  dt: 510.16
791 at: 441.42  st: 493.94  vt: 18.28  dt: 512.22
796 at: 451.13  st: 501.33  vt: 11.95  dt: 513.28
797 at: 451.26  st: 510.16  vt: 3.28  dt: 513.44
799 at: 451.96  st: 513.28  vt: 2.09  dt: 515.37
794 at: 447.67  st: 498.56  vt: 17.85  dt: 516.42
792 at: 444.06  st: 495.42  vt: 25.84  dt: 521.26
803 at: 457.00  st: 521.26  vt: 0.14  dt: 521.40
776 at: 413.92  st: 461.96  vt: 59.97  dt: 521.93
804 at: 458.97  st: 521.40  vt: 1.67  dt: 523.08
805 at: 462.13  st: 521.93  vt: 2.66  dt: 524.59
800 at: 453.10  st: 513.44  vt: 11.93  dt: 525.38
807 at: 463.05  st: 524.59  vt: 4.22  dt: 528.81
809 at: 465.71  st: 528.81  vt: 1.51  dt: 530.33
798 at: 451.75  st: 512.22  vt: 18.59  dt: 530.81
810 at: 467.57  st: 530.33  vt: 1.61  dt: 531.94
802 at: 454.95  st: 516.42  vt: 15.58  dt: 532.00
813 at: 481.55  st: 532.00  vt: 0.39  dt: 532.39
808 at: 464.58  st: 525.38  vt: 7.64  dt: 533.02
815 at: 481.69  st: 533.02  vt: 0.07  dt: 533.09
811 at: 474.20  st: 530.81  vt: 4.73  dt: 535.54
817 at: 482.40  st: 535.54  vt: 0.22  dt: 535.75
801 at: 453.84  st: 515.37  vt: 23.71  dt: 539.08
806 at: 462.20  st: 523.08  vt: 17.61  dt: 540.69
819 at: 489.20  st: 539.08  vt: 3.35  dt: 542.43
821 at: 491.64  st: 542.43  vt: 2.44  dt: 544.87
822 at: 496.26  st: 544.87  vt: 0.06  dt: 544.93
823 at: 496.41  st: 544.93  vt: 0.44  dt: 545.38
812 at: 480.48  st: 531.94  vt: 15.05  dt: 546.99
825 at: 498.79  st: 546.99  vt: 0.24  dt: 547.23
814 at: 481.56  st: 532.39  vt: 17.13  dt: 549.52
824 at: 497.94  st: 545.38  vt: 7.22  dt: 552.60
828 at: 502.21  st: 552.60  vt: 0.35  dt: 552.95
816 at: 481.72  st: 533.09  vt: 20.17  dt: 553.26
830 at: 510.88  st: 553.26  vt: 0.12  dt: 553.38
826 at: 499.12  st: 547.23  vt: 6.44  dt: 553.67
818 at: 488.74  st: 535.75  vt: 18.81  dt: 554.56
827 at: 499.43  st: 549.52  vt: 5.74  dt: 555.26
832 at: 512.09  st: 553.67  vt: 3.43  dt: 557.11
831 at: 511.63  st: 553.38  vt: 5.21  dt: 558.59
829 at: 505.68  st: 552.95  vt: 9.20  dt: 562.15
834 at: 512.62  st: 555.26  vt: 7.10  dt: 562.36
838 at: 517.88  st: 562.36  vt: 0.82  dt: 563.18
835 at: 512.88  st: 557.11  vt: 6.71  dt: 563.82
839 at: 517.95  st: 563.18  vt: 1.00  dt: 564.18
837 at: 514.38  st: 562.15  vt: 2.20  dt: 564.34
841 at: 519.21  st: 564.18  vt: 1.89  dt: 566.07
836 at: 513.36  st: 558.59  vt: 12.13  dt: 570.71
820 at: 490.92  st: 540.69  vt: 30.87  dt: 571.56
840 at: 518.10  st: 563.82  vt: 9.31  dt: 573.14
843 at: 520.78  st: 566.07  vt: 13.07  dt: 579.14
844 at: 523.37  st: 570.71  vt: 9.09  dt: 579.80
848 at: 527.35  st: 579.80  vt: 0.95  dt: 580.75
845 at: 524.88  st: 571.56  vt: 10.30  dt: 581.85
850 at: 527.81  st: 581.85  vt: 0.21  dt: 582.06
833 at: 512.20  st: 554.56  vt: 28.72  dt: 583.28
847 at: 527.14  st: 579.14  vt: 5.15  dt: 584.29
852 at: 529.58  st: 583.28  vt: 7.78  dt: 591.06
846 at: 526.91  st: 573.14  vt: 20.74  dt: 593.87
855 at: 533.33  st: 593.87  vt: 1.67  dt: 595.54
842 at: 519.60  st: 564.34  vt: 32.63  dt: 596.98
854 at: 533.16  st: 591.06  vt: 8.88  dt: 599.94
858 at: 537.38  st: 599.94  vt: 1.68  dt: 601.63
853 at: 532.89  st: 584.29  vt: 20.55  dt: 604.84
849 at: 527.42  st: 580.75  vt: 25.09  dt: 605.84
860 at: 539.46  st: 604.84  vt: 2.81  dt: 607.65
857 at: 536.49  st: 596.98  vt: 11.36  dt: 608.34
859 at: 538.59  st: 601.63  vt: 7.52  dt: 609.15
861 at: 540.19  st: 605.84  vt: 10.40  dt: 616.24
864 at: 544.02  st: 609.15  vt: 7.15  dt: 616.30
866 at: 547.09  st: 616.30  vt: 0.35  dt: 616.65
867 at: 547.86  st: 616.65  vt: 0.23  dt: 616.87
851 at: 528.63  st: 582.06  vt: 36.91  dt: 618.97
862 at: 540.94  st: 607.65  vt: 11.95  dt: 619.60
869 at: 549.07  st: 618.97  vt: 3.19  dt: 622.16
863 at: 543.39  st: 608.34  vt: 14.42  dt: 622.75
872 at: 558.86  st: 622.75  vt: 2.32  dt: 625.07
870 at: 554.56  st: 619.60  vt: 5.77  dt: 625.37
868 at: 548.76  st: 616.87  vt: 9.34  dt: 626.21
865 at: 545.22  st: 616.24  vt: 10.96  dt: 627.21
856 at: 533.40  st: 595.54  vt: 33.26  dt: 628.80
